;;;;;;;;;;;;;;;;;;
;;;;;Tabela de Preços - Com Estoque;;;;;;;;Emissão:;12/12/2025 10:57;;;;
;;;;;;;;;;;;;;;;Página;8;
;;;;;;;;;;;;;;;;;;
Código;;;;Produto;;;;;;;;;;Qt. Est.;;Preço;;
;;;;;;;;;;;;;;;;;;
000792;;CHAVE ESTRELA 1/4X10;;;;;;;;;;;;18;;18,89;;
000798;;MDF CANALETADO 17 RANHURAS;;;;;;;;;;;;0;;500,00;;
000805;;CAPA 15MM MADEIRADO;;;;;;;;;;;;-26;;122,23;;
000806;;TRILHO D-25 3MT MARFIM;;;;;;;;;;;;48;;13,89;;
000808;;PVC PRETO BRILHO;;;;;;;;;;;;12;;66,11;;
000809;;CAPA 15MM;;;;;;;;;;;;-626;;100,00;;
000811;;PERFIL PUXADOR 047 FOSCO;;;;;;;;;;;;2;;160,00;;
000812;;PERFIL PUXADOR 047 CHAMPANHE;;;;;;;;;;;;29;;172,22;;
000815;;PERFIL PUXADOR 905 FOSCO;;;;;;;;;;;;34;;166,11;;
000816;;PERFIL PUXADOR 905 CHAMPANHE;;;;;;;;;;;;32;;170,01;;
000820;;CAPA 12MM;;;;;;;;;;;;-5;;33,34;;
000821;;PISTAO 120N;;;;;;;;;;;;-3;;12,22;;
000843;;BROCA ACO RAPIDO 5/64;;;;;;;;;;;;72;;2,78;;
000844;;BROCA ACO RAPIDO 11/32;;;;;;;;;;;;5;;24,45;;
000845;;BROCA ACO RAPIDO 11/64;;;;;;;;;;;;40;;7,00;;
000846;;BROCA ACO RAPIDO 21/64;;;;;;;;;;;;0;;23,34;;
000855;;TRILHO 038 (RO 61 / RO 65) 3MT - SUPERIOR;;;;;;;;;;;;-63;;102,01;;
000856;;TRILHO 038 (RO 61 / RO 65) 6MT - SUPERIOR;;;;;;;;;;;;165;;193,95;;
000857;;TRILHO 027 (RO 61 / RO 65) 3MT - INFERIOR;;;;;;;;;;;;-22;;13,01;;
000858;;TRILHO 027 (RO 61 / RO 65) 6MT - INFERIOR;;;;;;;;;;;;66;;24,75;;
000859;;TRILHO 034 (RO 61 / RO 65) 6MT - INFERIOR;;;;;;;;;;;;90;;104,58;;
000860;;TRILHO 034 (RO 61 / RO 65) 3MT - INFERIOR;;;;;;;;;;;;-68;;55,03;;
000861;;AMORTECEDOR PARA PORTAS;;;;;;;;;;;;19;;43,89;;
000865;;FITA BORDA 35MM BRANCO C/ 30 MT;;;;;;;;;;;;0;;36,67;;
000871;;MDF 03MM NATURAL;;;;;;;;;;;;0;;83,34;;
000877;;TAPA FURO BRANCO 19MM;;;;;;;;;;;;1.474;;3,33;;
000888;;PUXADOR CONCHA 224;;;;;;;;;;;;0;;20,00;;
000889;;PUXADOR CONCHA 288;;;;;;;;;;;;94;;25,56;;
000890;;PUXADOR CONCHA 392;;;;;;;;;;;;21;;35,00;;
000901;;FITA BORDA CAFELATE 19MM;;;;;;;;;;;;83;;11,11;;
000902;;FITA BORDA CAFELATE 35MM;;;;;;;;;;;;32;;22,22;;
000903;;FITA BORDA CAFELATE 64MM;;;;;;;;;;;;59;;33,33;;
000904;;PUXADOR IL2248 025 CR;;;;;;;;;;;;239;;8,89;;
000905;;PUXADOR IL1699-020-CR;;;;;;;;;;;;0;;6,67;;
000911;;DOBRADICA PISTAO SUPER CURVA 35MM;;;;;;;;;;;;385;;4,45;;
000912;;DOBRADICA PISTÃO CURVA 165º;;;;;;;;;;;;76;;12,23;;
000913;;DOBRADICA PISTÃO RETA 165º;;;;;;;;;;;;71;;12,22;;
000914;;DOBRADICA CURVA 165º;;;;;;;;;;;;160;;10,00;;
000915;;DOBRADICA RETA 165º;;;;;;;;;;;;92;;10,00;;
000919;;PARAFUSADEIRA STANLEY SCH12S2K-BR;;;;;;;;;;;;0;;544,47;;
000935;;BROCA ACO RAPIDO 13/32;;;;;;;;;;;;0;;37,78;;
000936;;CAPA 06MM;;;;;;;;;;;;0;;116,44;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;MADEPINUS;;;
;;;;;Tabela de Preços - Com Estoque;;;;;;;;Emissão:;12/12/2025 10:57;;;;
;;;;;;;;;;;;;;;;Página;9;
;;;;;;;;;;;;;;;;;;
Código;;;;Produto;;;;;;;;;;Qt. Est.;;Preço;;
;;;;;;;;;;;;;;;;;;
000937;;CAPA 18MM;;;;;;;;;;;;-126;;122,23;;
000938;;PVC AZUL IRIS;;;;;;;;;;;;-1;;83,33;;
000939;;PVC AZUL NOBRE;;;;;;;;;;;;17;;61,11;;
000940;;PVC AZUL NOITE;;;;;;;;;;;;8;;83,33;;
000941;;PVC LARANJA;;;;;;;;;;;;0;;83,33;;
000942;;PVC CERAMICA;;;;;;;;;;;;2;;83,33;;
000944;;PVC GRAFITE;;;;;;;;;;;;19;;83,33;;
000947;;PVC VERDE OLIVA;;;;;;;;;;;;6;;83,33;;
000949;;PVC BERINGELA;;;;;;;;;;;;0;;83,33;;
000950;;PVC ROSA CLARO;;;;;;;;;;;;-1;;83,33;;
000951;;PVC CINZA ESCURO;;;;;;;;;;;;27;;83,33;;
000956;;FITA BORDA CINZA CRISTAL 19MM;;;;;;;;;;;;2;;37,78;;
000957;;FITA BORDA CINZA CRISTAL 35MM;;;;;;;;;;;;1;;61,11;;
000958;;FITA BORDA CINZA CRISTAL 64MM;;;;;;;;;;;;13;;113,34;;
000960;;CHAVE ESTRELA 1/4X5;;;;;;;;;;;;3;;10,56;;
000963;;CHAVE FENDA 1/4X1.1/2;;;;;;;;;;;;35;;13,33;;
000964;;CHAVE FENDA 1/4X4;;;;;;;;;;;;0;;11,11;;
000965;;CHAVE FENDA 1/4X5;;;;;;;;;;;;11;;12,22;;
000966;;CHAVE FENDA 1/4X6;;;;;;;;;;;;15;;13,33;;
000967;;CHAVE FENDA 1/4X8;;;;;;;;;;;;23;;18,89;;
000968;;CHAVE FENDA 1/4X10;;;;;;;;;;;;11;;14,45;;
000995;;THINNER SAYERLACK 0,9 L;;;;;;;;;;;;69;;25,56;;
001002;;COLA HOTMELT KISAFIX AMBAR 2,5KG - 4515;;;;;;;;;;;;4;;61,11;;
001009;;PISTAO 50N INVERSO;;;;;;;;;;;;0;;14,45;;
001010;;LIXA MASSA GR 150;;;;;;;;;;;;1;;1,89;;
001011;;LIXA MASSA GR 180;;;;;;;;;;;;91;;1,89;;
001014;;TAPA FURO CAFELATE;;;;;;;;;;;;21;;4,45;;
001016;;TAPA FURO CINZA CRISTAL;;;;;;;;;;;;66;;4,45;;
001018;;SUPORTE CABIDE REDONDO CENTRAL ABERTO;;;;;;;;;;;;22;;4,45;;
001019;;SUPORTE CABIDE OVAL CENTRAL FECHADO;;;;;;;;;;;;431;;4,45;;
001020;;SUPORTE CABIDE REDONDO CENTRAL FECHADO;;;;;;;;;;;;11;;4,67;;
001021;;SUPORTE CABIDE REDONDO;;;;;;;;;;;;339;;1,67;;
001022;;SUPORTE CABIDE OVAL;;;;;;;;;;;;85;;1,67;;
001024;;BROCA ACO RAPIDO 1/16;;;;;;;;;;;;60;;3,09;;
001028;;PONTEIRA DUPLA N 2;;;;;;;;;;;;642;;6,67;;
001030;;CORREDICA 400MM PISTÃO;;;;;;;;;;;;552;;50,00;;
001041;;PUXADOR IL 4518 - 096 - CR;;;;;;;;;;;;0;;10,08;;
001042;;PUXADOR IL 4518 - 128 - CR;;;;;;;;;;;;0;;10,60;;
001043;;PUXADOR IL 4518 - 224 - CR;;;;;;;;;;;;33;;23,15;;
001047;;PUXADOR IL 950 - 288 - NI/AE;;;;;;;;;;;;0;;22,22;;
001049;;LAPIS CARPINTEIRO;;;;;;;;;;;;288;;4,45;;
001050;;CHAVE TESTE;;;;;;;;;;;;22;;6,67;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;MADEPINUS;;;
;;;;;Tabela de Preços - Com Estoque;;;;;;;;Emissão:;12/12/2025 10:57;;;;
;;;;;;;;;;;;;;;;Página;10;
;;;;;;;;;;;;;;;;;;
Código;;;;Produto;;;;;;;;;;Qt. Est.;;Preço;;
;;;;;;;;;;;;;;;;;;
001051;;ESTILETE LARGO STARFER;;;;;;;;;;;;0;;16,67;;
001058;;CORREDICA 350MM INVISIVEL PISTÃO;;;;;;;;;;;;25;;33,11;;
001059;;CORREDICA 400MM INVISIVEL PISTÃO;;;;;;;;;;;;1;;33,11;;
001075;;BARRA 45CM C/6 GANCHOS - 4418;;;;;;;;;;;;1;;100,00;;
001081;;DOBRADICA 35MM RETA FORCA INVERSA;;;;;;;;;;;;529;;4,00;;
001082;;GANCHO PAINEL 10CM CROMADO;;;;;;;;;;;;18;;3,28;;
001087;;PUXADOR IL2248 035 CR;;;;;;;;;;;;2;;15,56;;
001100;;PERFIL PVC PARA PAINEL CANALETADO BRANCO;;;;;;;;;;;;-20;;3,89;;
001102;;DOBRADIÇA 2 POLEGADAS;;;;;;;;;;;;1;;1,44;;
001103;;DOBRADIÇA 3 POLEGADAS;;;;;;;;;;;;311;;3,00;;
001104;;PERFIL PARA PORTA 058;;;;;;;;;;;;99;;111,11;;
001105;;PERFIL PARA PORTA 060;;;;;;;;;;;;6;;227,22;;
001106;;PERFIL PUXADOR 126;;;;;;;;;;;;32;;83,34;;
001107;;TUBO 60CM - 4427;;;;;;;;;;;;0;;74,45;;
001108;;TUBO 90CM - 4428;;;;;;;;;;;;2;;84,45;;
001109;;TUBO 120CM - 4429;;;;;;;;;;;;2;;117,78;;
001113;;FITA BORDA CASTAINE 19MM;;;;;;;;;;;;82;;11,11;;
001117;;TAPA FURO CASTAINE;;;;;;;;;;;;285;;4,45;;
001118;;TAPA FURO METALIC SUEDE;;;;;;;;;;;;264;;4,45;;
001119;;TAPA FURO NOGAL MALAGA;;;;;;;;;;;;229;;4,45;;
001120;;TAPA FURO PRETO;;;;;;;;;;;;124;;4,45;;
001121;;FITA BORDA METALIC SUEDE 19MM;;;;;;;;;;;;0;;11,11;;
001122;;TULHA DESLIZANTE COM FRENTE;;;;;;;;;;;;0;;402,43;;
001123;;TULHA DESLIZANTE SEM FRENTE;;;;;;;;;;;;0;;372,25;;
001124;;FITA BORDA NOGAL MALAGA 19MM;;;;;;;;;;;;0;;11,11;;
001125;;FITA BORDA NOGAL MALAGA 35MM;;;;;;;;;;;;0;;22,22;;
001126;;FITA BORDA PRETO 19MM;;;;;;;;;;;;-7;;37,78;;
001127;;FITA BORDA PRETO 35MM;;;;;;;;;;;;-2;;61,11;;
001128;;FITA BORDA PRETO 65MM;;;;;;;;;;;;22;;113,34;;
001130;;DOBRADICA 35MM RETA FGV;;;;;;;;;;;;0;;3,33;;
001133;;PE QUADRADO FIXO 50MM;;;;;;;;;;;;8;;12,22;;
001134;;PE QUADRADO FIXO 100MM;;;;;;;;;;;;17;;20,00;;
001135;;PE QUADRADO FIXO 120MM;;;;;;;;;;;;93;;23,34;;
001136;;PE QUADRADO FIXO 150MM;;;;;;;;;;;;48;;28,89;;
001137;;PE QUADRADO FIXO 200MM;;;;;;;;;;;;92;;35,56;;
001138;;PE REDONDO FIXO 50MM;;;;;;;;;;;;90;;12,22;;
001139;;PE REDONDO FIXO 100MM;;;;;;;;;;;;73;;20,00;;
001140;;PE REDONDO FIXO 120MM;;;;;;;;;;;;129;;23,34;;
001141;;PE REDONDO FIXO 150MM;;;;;;;;;;;;77;;28,89;;
001142;;PE REDONDO FIXO 200MM;;;;;;;;;;;;79;;35,56;;
001143;;CANTONEIRA 13X13 MACICA CROMADA;;;;;;;;;;;;9.597;;0,39;;
001144;;PINO PRATELEIRA REDONDO BRANCO;;;;;;;;;;;;23.110;;0,17;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;MADEPINUS;;;
;;;;;Tabela de Preços - Com Estoque;;;;;;;;Emissão:;12/12/2025 10:57;;;;
;;;;;;;;;;;;;;;;Página;11;
;;;;;;;;;;;;;;;;;;
Código;;;;Produto;;;;;;;;;;Qt. Est.;;Preço;;
;;;;;;;;;;;;;;;;;;
001145;;PINO PRATELEIRA REDONDO MARFIN;;;;;;;;;;;;4.763;;0,17;;
001146;;PINO PRATELEIRA REDONDO MARRON;;;;;;;;;;;;8.850;;0,17;;
001147;;PINO PRATELEIRA REDONDO PRETO;;;;;;;;;;;;3.934;;0,17;;
001148;;PINO PRATELEIRA REDONDO CINZA;;;;;;;;;;;;10.330;;0,17;;
001153;;SAPATA NIVELADORA;;;;;;;;;;;;-103;;1,45;;
001154;;BUCHA PARA SAPATA NIVELADORA;;;;;;;;;;;;915;;0,44;;
001155;;CHAPA PARA SAPATA NIVELADORA;;;;;;;;;;;;569;;1,11;;
001157;;PONTEIRA PARA TUBO OVAL;;;;;;;;;;;;433;;0,61;;
001158;;PONTEIRA PARA TUBO REDONDO;;;;;;;;;;;;78;;0,61;;
001178;;CANTONEIRA 15CM;;;;;;;;;;;;283;;14,45;;
001179;;CANTONEIRA 25CM;;;;;;;;;;;;50;;7,81;;
001180;;SUPORTE DE SUSPENSAO DUPLO;;;;;;;;;;;;1;;3,78;;
001181;;FECHO ESFERA;;;;;;;;;;;;2;;4,45;;
001182;;FITA BORDA METALIC SUEDE 65MM;;;;;;;;;;;;0;;33,33;;
001183;;FITA BORDA SALINA 19MM;;;;;;;;;;;;54;;11,11;;
001184;;FITA BORDA SALINA 35MM;;;;;;;;;;;;17;;22,22;;
001185;;FITA BORDA SALINA 65MM;;;;;;;;;;;;59;;33,33;;
001194;;FITA BORDA DAMASCO 19MM;;;;;;;;;;;;85;;11,11;;
001195;;FITA BORDA DAMASCO 35MM;;;;;;;;;;;;27;;22,22;;
001196;;FITA BORDA DAMASCO 65MM;;;;;;;;;;;;46;;33,33;;
001197;;FITA BORDA NOGAL TURIM 19MM;;;;;;;;;;;;16;;11,11;;
001198;;FITA BORDA NOGAL TURIM 35MM;;;;;;;;;;;;0;;22,22;;
001199;;FITA BORDA NOGAL TURIM 65MM;;;;;;;;;;;;0;;33,33;;
001202;;FITA BORDA DAKOTA 19MM;;;;;;;;;;;;31;;11,11;;
001203;;FITA BORDA DAKOTA 35MM;;;;;;;;;;;;19;;22,22;;
001204;;FITA BORDA DAKOTA 65MM;;;;;;;;;;;;58;;33,33;;
001207;;FITA BORDA PROVENCE 19MM;;;;;;;;;;;;58;;11,11;;
001208;;FITA BORDA PROVENCE 35MM;;;;;;;;;;;;17;;22,22;;
001209;;FITA BORDA PROVENCE 65MM;;;;;;;;;;;;15;;33,33;;
001215;;BARROTE;;;;;;;;;;;;0;;6,14;;
001225;;ESCORREDOR DE EMBUTIR 600 - 8730;;;;;;;;;;;;0;;222,23;;
001233;;TAPA FURO ARGENTO;;;;;;;;;;;;267;;4,45;;
001234;;TAPA FURO AZUL;;;;;;;;;;;;33;;4,45;;
001235;;TAPA FURO BAUMKUCHEM;;;;;;;;;;;;546;;4,45;;
001236;;TAPA FURO CHIARO;;;;;;;;;;;;272;;4,45;;
001237;;TAPA FURO DAKOTA;;;;;;;;;;;;566;;4,45;;
001238;;TAPA FURO DAMASCO;;;;;;;;;;;;689;;4,45;;
001239;;TAPA FURO LINEN GRIGIO;;;;;;;;;;;;555;;4,45;;
001240;;TAPA FURO NERO;;;;;;;;;;;;328;;4,45;;
001241;;TAPA FURO NOGAL TURIM;;;;;;;;;;;;396;;4,45;;
001243;;TAPA FURO PROVENCE;;;;;;;;;;;;172;;4,45;;
001244;;TAPA FURO RUGGINE;;;;;;;;;;;;449;;4,45;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;MADEPINUS;;;
;;;;;Tabela de Preços - Com Estoque;;;;;;;;Emissão:;12/12/2025 10:57;;;;
;;;;;;;;;;;;;;;;Página;12;
;;;;;;;;;;;;;;;;;;
Código;;;;Produto;;;;;;;;;;Qt. Est.;;Preço;;
;;;;;;;;;;;;;;;;;;
001245;;TAPA FURO SALINA;;;;;;;;;;;;576;;4,45;;
001246;;TAPA FURO WOOD;;;;;;;;;;;;269;;4,45;;
001247;;FITA BORDA METALIC SUEDE 35MM;;;;;;;;;;;;0;;22,22;;
001248;;FITA BORDA BARRIQUE 65MM;;;;;;;;;;;;46;;33,33;;
001249;;FITA BORDA NOGAL MALAGA 65MM;;;;;;;;;;;;0;;33,33;;
001251;;FITA BORDA ARGENTO 19MM;;;;;;;;;;;;52;;11,11;;
001255;;FITA BORDA 65MM BRANCO C/ 20 MT;;;;;;;;;;;;314;;55,56;;
001262;;FITA BORDA BARRIQUE 19MM;;;;;;;;;;;;35;;11,11;;
001263;;FITA BORDA BARRIQUE 35MM;;;;;;;;;;;;23;;22,22;;
001264;;FITA BORDA ARGENTO 65MM;;;;;;;;;;;;2;;33,33;;
001265;;FITA BORDA ARGENTO 35MM;;;;;;;;;;;;24;;22,22;;
001266;;FITA BORDA WOOD 35MM;;;;;;;;;;;;31;;22,22;;
001267;;FITA BORDA WOOD 65MM;;;;;;;;;;;;32;;33,33;;
001273;;FITA BORDA LINEN GRIGIO 19MM;;;;;;;;;;;;18;;11,11;;
001274;;FITA BORDA LINEN GRIGIO 35MM;;;;;;;;;;;;6;;22,22;;
001275;;FITA BORDA LINEN GRIGIO 65MM;;;;;;;;;;;;28;;33,33;;
001276;;DOBRADIÇA 3.1/2 POLEGADAS;;;;;;;;;;;;137;;4,00;;
001277;;SERRA MADEIRA 184 COM 54 DENTES;;;;;;;;;;;;0;;322,24;;
001278;;SISTEMA AC 01 - DETONI (RO61);;;;;;;;;;;;0;;26,67;;
001280;;AMORTECEDOR PARA PORTAS - DETONI;;;;;;;;;;;;1;;22,22;;
001287;;FITA BORDA RUGGINE 19MM;;;;;;;;;;;;57;;11,11;;
001288;;FITA BORDA RUGGINE 35MM;;;;;;;;;;;;23;;22,22;;
001289;;FITA BORDA RUGGINE 65MM;;;;;;;;;;;;44;;33,33;;
001292;;SISTEMA AC 15 - DETONI (RO65);;;;;;;;;;;;2;;44,45;;
001293;;FITA BORDA WOOD 19MM;;;;;;;;;;;;12;;11,11;;
001298;;FECHADURA 950 PARA PORTA DE CORRER  STAM;;;;;;;;;;;;19;;58,89;;
001299;;FECHADURA 1006 PARA PORTA DE CORRER STAM;;;;;;;;;;;;17;;121,12;;
001306;;ESTILETE;;;;;;;;;;;;219;;4,22;;
001308;;FITA BORDA PALISSANDRO ARTICO 19MM;;;;;;;;;;;;52;;11,11;;
001310;;FITA BORDA PALISSANDRO ARTICO 65MM;;;;;;;;;;;;1;;33,33;;
001316;;TAPA FURO CINZA COBALTO;;;;;;;;;;;;103;;4,45;;
001319;;GAVETA ARAMADO 800 - 3375 - INOX;;;;;;;;;;;;2;;494,46;;
001320;;GAVETA ARAMADO 600 - 3373 - CROMADO;;;;;;;;;;;;1;;244,45;;
001321;;TAPA FURO PALISSANDRO ARTICO;;;;;;;;;;;;451;;4,45;;
001323;;PERFIL ALUMINIO PARA PAINEL CANALETADO 2,75M;;;;;;;;;;;;478;;6,11;;
001326;;GRAMPO 1/4 - 6MM;;;;;;;;;;;;65;;6,67;;
001327;;GRAMPO 3/8 - 10MM;;;;;;;;;;;;-3;;6,67;;
001328;;GRAMPO 5/16 - 8MM;;;;;;;;;;;;-2;;6,67;;
001329;;PUXADOR IL 06 - AL 224 AE;;;;;;;;;;;;0;;16,67;;
001332;;CANTONEIRA 13X13 MACICA BRANCO;;;;;;;;;;;;7.339;;0,39;;
001335;;TAMPA PERFIL ABERTA CHAMPANHE;;;;;;;;;;;;301;;5,89;;
001336;;TAMPA PERFIL FECHADA CHAMPANHE;;;;;;;;;;;;218;;5,89;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;MADEPINUS;;;
;;;;;Tabela de Preços - Com Estoque;;;;;;;;Emissão:;12/12/2025 10:57;;;;
;;;;;;;;;;;;;;;;Página;13;
;;;;;;;;;;;;;;;;;;
Código;;;;Produto;;;;;;;;;;Qt. Est.;;Preço;;
;;;;;;;;;;;;;;;;;;
001337;;TAMPA PERFIL ABERTA FOSCO;;;;;;;;;;;;122;;5,89;;
001338;;TAMPA PERFIL FECHADA FOSCO;;;;;;;;;;;;342;;5,89;;
001340;;PERFIL PUXADOR MINE CHAMPANHE;;;;;;;;;;;;79;;108,89;;
001341;;PERFIL PUXADOR MINE FOSCO;;;;;;;;;;;;28;;102,23;;
001344;;FITA BORDA CHUMBO 35MM;;;;;;;;;;;;0;;22,22;;
001345;;FITA BORDA CHUMBO 65MM;;;;;;;;;;;;4;;33,33;;
001346;;TAPA FURO CHUMBO;;;;;;;;;;;;90;;4,45;;
001353;;DOBRADICA 35MM CURVA FORC INVERSA;;;;;;;;;;;;25;;4,00;;
001394;;FITA BORDA CHUMBO 19MM;;;;;;;;;;;;30;;11,11;;
001396;;PUXADOR IL2248 025 COBRE;;;;;;;;;;;;0;;8,89;;
001400;;SERRA MADEIRA 250 C/80 DENTES-LEITZ;;;;;;;;;;;;7;;394,45;;
001401;;SERRA MADEIRA 300 C/96 DENTES-LEITZ;;;;;;;;;;;;0;;553,33;;
001407;;SERRA KANEFUSA 250 C/80 DENTES;;;;;;;;;;;;0;;661,14;;
001408;;SERRA KANEFUSA 300 C/96 DENTES;;;;;;;;;;;;0;;744,47;;
001425;;"LIXADEIRA DEWALT (ESMERILHADEIRA 7"" - DWE491B2";;;;;;;;;;;;0;;677,80;;
001429;;TAMPA PARA PERFIL FACETATO CHAMPANHE;;;;;;;;;;;;123;;19,44;;
001431;;BROCA CHATA 3/8;;;;;;;;;;;;22;;13,33;;
001432;;BROCA CHATA 5/16;;;;;;;;;;;;16;;13,33;;
001433;;BROCA CHATA 1/4;;;;;;;;;;;;13;;13,33;;
001434;;TAMPA PARA PERFIL FACETATO FOSCO;;;;;;;;;;;;97;;19,44;;
001435;;DESEMPENADORES PARA PORTAS SOBREPOSTO DP-95/1;;;;;;;;;;;;32;;30,18;;
001437;;PERFIL PUXADOR FACETATO CHAMPANHE (RM-183);;;;;;;;;;;;17;;183,11;;
001438;;PERFIL PUXADOR FACETATO FOSCO (RM-183);;;;;;;;;;;;23;;129,78;;
001439;;FITA BORDA GALIANO 19MM;;;;;;;;;;;;0;;11,11;;
001440;;FITA BORDA GALIANO 35MM;;;;;;;;;;;;13;;22,22;;
001441;;FITA BORDA GALIANO 65MM;;;;;;;;;;;;6;;33,33;;
001446;;PORTA PANO 3 ARTES CROMADO FGV;;;;;;;;;;;;1;;74,44;;
001470;;BUCHA S-8 (TATU) C/ANEL;;;;;;;;;;;;495;;0,17;;
001472;;FITA BORDA 65MM BRANCO C/ 50 MT;;;;;;;;;;;;83;;133,34;;
001475;;GRAMPO FORMA C 2 POLEGADAS;;;;;;;;;;;;0;;38,89;;
001476;;FURADEIRA 13MM STANLEY - SDH600B2;;;;;;;;;;;;0;;366,68;;
001484;;TRILHO U 1/2 1MT;;;;;;;;;;;;-159;;8,72;;
001487;;PUXADOR PONTO INOX 23MM;;;;;;;;;;;;1.164;;3,89;;
001488;;PUXADOR PONTO INOX 27MM;;;;;;;;;;;;649;;4,45;;
001489;;PUXADOR PONTO QUADRADO ESCOVADO 22MM;;;;;;;;;;;;83;;7,19;;
001490;;PUXADOR PONTO QUADRADO ESCOVADO 30MM;;;;;;;;;;;;27;;9,17;;
001491;;PUXADOR PONTO QUADRADO CROMADO 22MM;;;;;;;;;;;;72;;5,51;;
001492;;PUXADOR PONTO QUADRADO CROMADO 30MM;;;;;;;;;;;;60;;8,64;;
001493;;FECHADURA 804/03 PARA PORTA DE BATER STAM;;;;;;;;;;;;0;;63,34;;
001494;;FECHADURA 804/10 PARA PORTA DE BATER STAM;;;;;;;;;;;;12;;93,89;;
001498;;PISTAO 60N BRANCO;;;;;;;;;;;;35;;12,22;;
001499;;PISTAO 80N BRANCO;;;;;;;;;;;;73;;12,22;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;MADEPINUS;;;
;;;;;Tabela de Preços - Com Estoque;;;;;;;;Emissão:;12/12/2025 10:57;;;;
;;;;;;;;;;;;;;;;Página;14;
;;;;;;;;;;;;;;;;;;
Código;;;;Produto;;;;;;;;;;Qt. Est.;;Preço;;
;;;;;;;;;;;;;;;;;;
001500;;PISTAO 100N BRANCO;;;;;;;;;;;;8;;12,22;;
001518;;COLA BRANCA RENDICOLLA 1 KG;;;;;;;;;;;;0;;31,11;;
001519;;PISTAO 50N MINI INVERSO;;;;;;;;;;;;1;;14,45;;
001520;;SERRA TICO-TICO - LAMINA 118A WORKER;;;;;;;;;;;;-1;;3,33;;
001523;;"ESQUADRO CABO METAL 12"" STARFER";;;;;;;;;;;;0;;25,56;;
001524;;PUXADOR IRIS ESCOVADO 128MM;;;;;;;;;;;;124;;13,84;;
001525;;PUXADOR IRIS ESCOVADO 96MM;;;;;;;;;;;;0;;10,00;;
001529;;CORREDICA 400MM BRANCA/CINZA;;;;;;;;;;;;378;;14,45;;
001532;;BUCHA PLASTICA N6;;;;;;;;;;;;-102;;0,05;;
001533;;BUCHA PLASTICA N10;;;;;;;;;;;;20;;0,05;;
001535;;BUCHA NYLON VERMELHA N8;;;;;;;;;;;;146;;0,06;;
001538;;GANCHO CABIDE GRANDE;;;;;;;;;;;;1.207;;3,33;;
001539;;TAPA FURO GALIANO;;;;;;;;;;;;398;;4,45;;
001544;;PISTAO 60N MINI;;;;;;;;;;;;-5;;12,22;;
001546;;SISTEMA RO-32S;;;;;;;;;;;;56;;20,16;;
001548;;COLA HOTMELT RENDICOLLA 1807 INCOLOR 2,5KG;;;;;;;;;;;;1;;170,01;;
001550;;GUIA INTELIGENTE;;;;;;;;;;;;-8;;8,33;;
001555;;SISTEMA AL 58 ALTERNATIVA - (RO65);;;;;;;;;;;;0;;35,56;;
001560;;FECHADURA CILINDRO 31MM;;;;;;;;;;;;903;;10,56;;
001561;;FECHADURA CILINDRO 22MM;;;;;;;;;;;;424;;8,89;;
001562;;CORREDICA 350MM BRANCA/CINZA;;;;;;;;;;;;21;;13,89;;
001565;;FITA BORDA CINZA CRISTAL 19MM C/ 50 METROS;;;;;;;;;;;;0;;83,34;;
001566;;CORREDICA 350MM INVISIVEL TOQUE;;;;;;;;;;;;54;;33,11;;
001570;;AMORTECEDOR PARA PORTAS AL 37 ALTERNATIVA;;;;;;;;;;;;8;;44,45;;
001571;;AMORTECEDOR PARA PORTAS AL 36 ALTERNATIVA;;;;;;;;;;;;6;;57,78;;
001572;;CORREDICA 450MM INVISIVEL TOQUE;;;;;;;;;;;;59;;33,11;;
001573;;FILME STRETCH ROLO 200G;;;;;;;;;;;;670;;13,33;;
001576;;CANTONEIRA 35CM;;;;;;;;;;;;-1;;20,56;;
001577;;DOBRADICA PISTAO CLICK CURVA 35MM;;;;;;;;;;;;1.006;;4,45;;
001578;;DOBRADICA PISTAO CLICK RETA 35MM;;;;;;;;;;;;2.395;;5,89;;
001579;;PISTAO 40N MINI;;;;;;;;;;;;108;;12,22;;
001580;;GANCHO PAINEL 05CM CROMADO;;;;;;;;;;;;174;;3,28;;
001581;;PE REDONDO C/REGULAGEM 100MM;;;;;;;;;;;;7;;10,00;;
001582;;PE REDONDO C/REGULAGEM 130MM;;;;;;;;;;;;0;;11,11;;
001583;;PE REDONDO C/REGULAGEM 200MM;;;;;;;;;;;;25;;15,00;;
001584;;PE QUADRADO C/REGULAGEM 200MM;;;;;;;;;;;;13;;16,67;;
